integration_row_key	a_row_key	nct_id	om_index	group_id	obs_id_b_form	om_title	group_title	payload_shard	cache_revision	a_present	a_reported_denominator_participants	a_denominator_state	a_denominator_provenance	a_n_source_categories	a_n_categories_kept_by_producer	a_category_preservation_state	a_proportion_suitability	a_unresolved_reason_codes	a_advisory_flag_codes	a_evaluable_n_minus_reported_denominator	a_all_categories_sum_minus_reported_denominator	a_job1_classification_carried	a_leaf_qa_coverage	c_join_state	c_join_bridge	c_arm_link_state	c_arm_link_evidence_code	c_confirmed_registry_arm_label	c_confirmed_registry_arm_type	c_candidate_registry_arm_labels	c_control_status	c_contested_flag	c_sole_arm_multi_results_group_flag	c_arm_set_type_state	c_disposition_vs_job3	b_join_state	b_cohort_key	b_n_observations_in_cohort_set	b_sibling_observation_ids	b_unresolved_states	b_selection_status	b_duplicate_encoding_candidate	b_denominator_state	b_denominator_value_participants	b_reporting_status_state	b_usable_for_proportion	b_unusable_reason	b_endpoint_constructs	b_assessment_criteria	b_noncollection_statement	integration_state	blocking_conditions	contradictions_retained	job1_arithmetic_independently_confirmed	job2_independently_confirmed	job3_independently_confirmed	rate_derived	unique_patient_total_derived	control_comparison_derived	source_pointer
NCT01296932|OM4|OG001	NCT01296932|OM4|OG001	NCT01296932	4	OG001	NCT01296932#om4#OG001	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 3 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	3	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG001].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	ambiguous	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 3 milligram	1	NCT01296932#om4#OG001	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	3	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001]
NCT01296932|OM4|OG002	NCT01296932|OM4|OG002	NCT01296932	4	OG002	NCT01296932#om4#OG002	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 9 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	6	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG002].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	ambiguous	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 9 milligram	1	NCT01296932#om4#OG002	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	6	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002]
NCT01296932|OM4|OG003	NCT01296932|OM4|OG003	NCT01296932	4	OG003	NCT01296932#om4#OG003	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 25 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	6	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG003].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	-1	0	unsupported	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 25 milligram	1	NCT01296932#om4#OG003	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	6	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG003]
NCT01296932|OM4|OG004	NCT01296932|OM4|OG004	NCT01296932	4	OG004	NCT01296932#om4#OG004	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 50 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	3	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG004].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	ambiguous	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 50 milligram	1	NCT01296932#om4#OG004	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	3	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG004]
NCT01296932|OM4|OG005	NCT01296932|OM4|OG005	NCT01296932	4	OG005	NCT01296932#om4#OG005	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 100 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	3	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG005].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	ambiguous	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 100 milligram	1	NCT01296932#om4#OG005	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	3	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG005]
NCT01296932|OM4|OG006	NCT01296932|OM4|OG006	NCT01296932	4	OG006	NCT01296932#om4#OG006	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 200 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	6	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG006].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	ambiguous	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 200 milligram	1	NCT01296932#om4#OG006	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	6	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG006]
NCT01296932|OM4|OG007	NCT01296932|OM4|OG007	NCT01296932	4	OG007	NCT01296932#om4#OG007	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 400 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	3	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG007].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	ambiguous	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 400 milligram	1	NCT01296932#om4#OG007	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	3	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG007]
NCT01296932|OM4|OG008	NCT01296932|OM4|OG008	NCT01296932	4	OG008	NCT01296932#om4#OG008	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	BI 836826 800 Milligram	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	4	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG008].value	6	5	FULL_VECTOR	UNSUITABLE_FOR_PROPORTION	PRODUCER_LABEL_COLLISION_WITHIN_CLASS	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	ambiguous	LEAF-QA-group0.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Patients with relapsed CLL	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT01296932||bi 836826 800 milligram	1	NCT01296932#om4#OG008	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	4	POSTED	True		OVERALL_RESPONSE|BOR	IWCLL	False	BLOCKED	A_DENOMINATOR_OR_CATEGORY_UNSUITABLE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG008]
NCT01325207|OM1|OG000	NCT01325207|OM1|OG000	NCT01325207	1	OG000	NCT01325207#om1#OG000	Best Response to IT Trastuzumab: Radiological, Cytological and Clinical in Treatment With Intrathecal Trastuzumab for Patients With Leptomeningeal Metastases in HER2+ Breast Cancer.	Treatment With Trastuzumab	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	34	READ_FROM_SOURCE	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG000].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED_TYPE_ONLY	LEAF_ARM_SET_TYPE_INVARIANT			intravenous trastuzumab infusions	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	TRIAL_OUTSIDE_B_CORPUS_SCOPE															BLOCKED	C_ARM_LINK_NOT_CONFIRMED:CONFIRMED_TYPE_ONLY|B_NOT_ASSESSED:TRIAL_OUTSIDE_B_CORPUS_SCOPE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS|ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01325207] :: outcomeMeasures[1] :: groups[OG000]
NCT01325207|OM1|OG001	NCT01325207|OM1|OG001	NCT01325207	1	OG001	NCT01325207#om1#OG001	Best Response to IT Trastuzumab: Radiological, Cytological and Clinical in Treatment With Intrathecal Trastuzumab for Patients With Leptomeningeal Metastases in HER2+ Breast Cancer.	Cohort 5 + Phase II - Intrathecal Trastuzumab- 80 mg	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	26	READ_FROM_SOURCE	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG001].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED_TYPE_ONLY	LEAF_ARM_SET_TYPE_INVARIANT			intravenous trastuzumab infusions	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	TRIAL_OUTSIDE_B_CORPUS_SCOPE															BLOCKED	C_ARM_LINK_NOT_CONFIRMED:CONFIRMED_TYPE_ONLY|B_NOT_ASSESSED:TRIAL_OUTSIDE_B_CORPUS_SCOPE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY|C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS|ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01325207] :: outcomeMeasures[1] :: groups[OG001]
NCT01327612|OM5|OG000	NCT01327612|OM5|OG000	NCT01327612	5	OG000	NCT01327612#om5#OG000	Best Overall Response	20050118: Ganitumab 20 mg/kg	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	2	READ_FROM_SOURCE	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG000].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Ganitumab Monotherapy	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	JOINED_UNIQUE	NCT01327612||20050118: ganitumab 20 mg/kg	1	NCT01327612#om5#OG000	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	2	POSTED	True		OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST		False	NO_COMPONENT_BLOCK_FOUND__NOT_AN_ELIGIBILITY_GRANT	B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	NONE	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01327612] :: outcomeMeasures[5] :: groups[OG000]
NCT01327612|OM5|OG001	NCT01327612|OM5|OG001	NCT01327612	5	OG001	NCT01327612#om5#OG001	Best Overall Response	20050171: Conatumumab 0.45 mg/kg	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	1	READ_FROM_SOURCE	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG001].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Conatumumab Monotherapy	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	JOINED_UNIQUE	NCT01327612||20050171: conatumumab 0.45 mg/kg	1	NCT01327612#om5#OG001	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	1	POSTED	True		OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST		False	NO_COMPONENT_BLOCK_FOUND__NOT_AN_ELIGIBILITY_GRANT	B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	NONE	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01327612] :: outcomeMeasures[5] :: groups[OG001]
NCT01327612|OM5|OG002	NCT01327612|OM5|OG002	NCT01327612	5	OG002	NCT01327612#om5#OG002	Best Overall Response	20060295: Conatumumab 3 mg/kg	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	1	READ_FROM_SOURCE	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG002].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Conatumumab Monotherapy	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	JOINED_UNIQUE	NCT01327612||20060295: conatumumab 3 mg/kg	1	NCT01327612#om5#OG002	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	1	POSTED	True		OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST		False	NO_COMPONENT_BLOCK_FOUND__NOT_AN_ELIGIBILITY_GRANT	B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	NONE	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01327612] :: outcomeMeasures[5] :: groups[OG002]
NCT01327612|OM5|OG003	NCT01327612|OM5|OG003	NCT01327612	5	OG003	NCT01327612#om5#OG003	Best Overall Response	20060340: Conatumumab 5 mg/kg	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	1	READ_FROM_SOURCE	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG003].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Conatumumab Monotherapy	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	JOINED_UNIQUE	NCT01327612||20060340: conatumumab 5 mg/kg	1	NCT01327612#om5#OG003	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	1	POSTED	True		OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST		False	NO_COMPONENT_BLOCK_FOUND__NOT_AN_ELIGIBILITY_GRANT	B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	NONE	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01327612] :: outcomeMeasures[5] :: groups[OG003]
NCT01327612|OM5|OG004	NCT01327612|OM5|OG004	NCT01327612	5	OG004	NCT01327612#om5#OG004	Best Overall Response	20060464: Conatumumab 2 mg/kg + mFOLFOX6 + Bevacizumab	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	2	READ_FROM_SOURCE	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG004].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Conatumumab + mFOLFOX6 ± Bevacizumab	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	JOINED_UNIQUE	NCT01327612||20060464: conatumumab 2 mg/kg + mfolfox6 + bevacizumab	1	NCT01327612#om5#OG004	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	2	POSTED	True		OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST		False	NO_COMPONENT_BLOCK_FOUND__NOT_AN_ELIGIBILITY_GRANT	B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	NONE	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01327612] :: outcomeMeasures[5] :: groups[OG004]
NCT01327612|OM5|OG005	NCT01327612|OM5|OG005	NCT01327612	5	OG005	NCT01327612#om5#OG005	Best Overall Response	20060464: Conatumumab 10 mg/kg + mFOLFOX6 ± Bevacizumab	ctg_results_bor_2010_2013	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	3	READ_FROM_SOURCE	outcomeMeasures[5].denoms[units=Participants].counts[groupId=OG005].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Conatumumab + mFOLFOX6 ± Bevacizumab	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	JOINED_UNIQUE	NCT01327612||20060464: conatumumab 10 mg/kg + mfolfox6 ± bevacizumab	1	NCT01327612#om5#OG005	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	False	PRESENT	3	POSTED	True		OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST		False	NO_COMPONENT_BLOCK_FOUND__NOT_AN_ELIGIBILITY_GRANT	B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	NONE	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01327612] :: outcomeMeasures[5] :: groups[OG005]
